Issue Type,Issue key,Issue id,Summary,Assignee,Status,Sprint,Sprint,Sprint,Parent,Parent key,Parent summary,Inward issue link (Relates)
Story,G4PW-190,10221,Provider Operational Dashboard,,Done,G4RP Sprint 3,G4RP Sprint 4,,10004,G4PW-5,Provider / Venue Management,
Task,G4PW-206,10237,Build Live Aggregation KPI Metrics Endpoint,sunmin.lee,Done,G4RP Sprint 3,,,10004,G4PW-5,Provider / Venue Management,G4PW-190
Task,G4PW-207,10238,Implement Real-Time Feed for Upcoming Arrivals,sunmin.lee,Done,G4RP Sprint 3,,,10004,G4PW-5,Provider / Venue Management,G4PW-190
Task,G4PW-208,10239,Build Host KPI & Dynamic Booking List Grid,Peiyou Yao,Done,G4RP Sprint 3,,,10004,G4PW-5,Provider / Venue Management,G4PW-190
Story,G4PW-191,10222,Verified Rating Engine & Score Aggregation,,Done,G4RP Sprint 3,G4RP Sprint 4,,10048,G4PW-49,Reviews & Ratings,
Task,G4PW-201,10232,Enforce Search Filter Security & Vetting Logic Testing,sunmin.lee,Done,G4RP Sprint 4,,,10004,G4PW-5,Provider / Venue Management,G4PW-188
Task,G4PW-210,10241,Build Verified Survey Metrics & Aggregation Engine,sunmin.lee,Done,G4RP Sprint 3,,,10048,G4PW-49,Reviews & Ratings,G4PW-191
Task,G4PW-211,10242,Post-Review Callback Pipeline & Real-Time Star Rating Synchronization,sunmin.lee,Done,G4RP Sprint 3,,,10048,G4PW-49,Reviews & Ratings,G4PW-191
Task,G4PW-212,10243,Implement Deterministic Rule-Based Suitability Weight Equations,Adam Treanor,Done,G4RP Sprint 3,G4RP Sprint 4,,10048,G4PW-49,Reviews & Ratings,G4PW-191
Task,G4PW-213,10244,Render Verified Metrics & Match Badges on Web,Tzu Yu Chang,Done,G4RP Sprint 3,G4RP Sprint 4,,10048,G4PW-49,Reviews & Ratings,G4PW-191
Task,G4PW-214,10245,Render Verified Metrics & Match Badges on Mobile,Wenfei Song,Done,G4RP Sprint 3,G4RP Sprint 4,,10048,G4PW-49,Reviews & Ratings,G4PW-191
Story,G4PW-216,10247,Admin Control Panel & Infrastructure Operations,,Done,G4RP Sprint 3,G4RP Sprint 4,,10049,G4PW-50,Admin / System Operations,
Task,G4PW-217,10248,Build Admin Overview Aggregations & RBAC Protections,sunmin.lee,Done,G4RP Sprint 3,,,10049,G4PW-50,Admin / System Operations,G4PW-216
Task,G4PW-218,10249,Implement Venue Suspension & Emergency Cancellation API,sunmin.lee,Done,G4RP Sprint 3,,,10049,G4PW-50,Admin / System Operations,G4PW-216
Task,G4PW-219,10250,Build Minimalist Web Admin Dashboard Grid,Peiyou Yao,Done,G4RP Sprint 3,G4RP Sprint 4,,10049,G4PW-50,Admin / System Operations,G4PW-216
Task,G4PW-220,10251,Implement Administrative Intercept Modals,Peiyou Yao,Done,G4RP Sprint 3,G4RP Sprint 4,,10049,G4PW-50,Admin / System Operations,G4PW-216
Task,G4PW-222,10253,Implement Location Search and OSM Geocoding Alignment,Peiyou Yao,Done,G4RP Sprint 3,G4RP Sprint 4,,10001,G4PW-2,Venue Discovery & Search,
Story,G4PW-224,10255,Refresh Token Authentication Flow & Session Extension,,Done,G4RP Sprint 3,G4RP Sprint 4,,10000,G4PW-1,User Authentication & Account,
Task,G4PW-225,10256,Build POST /api/auth/refresh Endpoint & Security Schema,sunmin.lee,Done,G4RP Sprint 3,,,10000,G4PW-1,User Authentication & Account,G4PW-224
Task,G4PW-226,10257,Implement Axios/Fetch Token Silent Refresh Interceptors,Peiyou Yao,Done,G4RP Sprint 3,G4RP Sprint 4,,10000,G4PW-1,User Authentication & Account,G4PW-224
Task,G4PW-227,10258,Build Native Secure Storage Token Rotation Controller,Wenfei Song,Done,G4RP Sprint 3,,,10000,G4PW-1,User Authentication & Account,
Story,G4PW-228,10259,Remove Venue from Favorites Management,,Done,G4RP Sprint 3,G4RP Sprint 4,,10003,G4PW-4,Booking & Payments,
Task,G4PW-229,10260,Develop DELETE /api/favorites/{venue_id} Endpoint,sunmin.lee,Done,G4RP Sprint 3,,,10003,G4PW-4,Booking & Payments,G4PW-228
Task,G4PW-230,10261,Integrate Toggle Heart Icon Mechanics on Web Venue Cards,Peiyou Yao,Done,G4RP Sprint 3,G4RP Sprint 4,,10003,G4PW-4,Booking & Payments,G4PW-228
Task,G4PW-231,10262,Implement Deletion Action Bindings on Mobile Map Carousel,Wenfei Song,Done,G4RP Sprint 3,,,10003,G4PW-4,Booking & Payments,G4PW-228
Story,G4PW-232,10263,Cloud SQL Production Database Migration & Environment Segregation,,Done,G4RP Sprint 3,G4RP Sprint 4,,10050,G4PW-51,"DevOps, Infrastructure & CI/CD",
Task,G4PW-233,10264,Database Configuration Refactoring & Driver Tuning,sunmin.lee,Done,G4RP Sprint 3,,,10050,G4PW-51,"DevOps, Infrastructure & CI/CD",G4PW-232
Task,G4PW-234,10265,"Secrets Abstraction, .gitignore Enforcements, and Blueprints",Tzu Yu Chang,Done,G4RP Sprint 3,G4RP Sprint 4,,10050,G4PW-51,"DevOps, Infrastructure & CI/CD",G4PW-232
Task,G4PW-235,10266,Test Architecture Isolation & SQLite Pipeline Preservation,Tzu Yu Chang,Done,G4RP Sprint 3,G4RP Sprint 4,,10050,G4PW-51,"DevOps, Infrastructure & CI/CD",G4PW-232
Story,G4PW-236,10267,Implement Traditional Numbered Pagination for Venue List,,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-237,10268,Calculate Total Items and Update VenueListResponse Schema,sunmin.lee,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-236
Task,G4PW-241,10272,Derive Busyness Training Features from MTA Data,Adam Treanor,Done,G4RP Sprint 3,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-242,10273,Implement KNN Area Busyness Prediction Model,Adam Treanor,Done,G4RP Sprint 3,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-243,10274,Evaluate Area Busyness Model with Error Metrics,Adam Treanor,Done,G4RP Sprint 3,G4RP Sprint 4,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-244,10275,Explore Random Forest Alternative for Busyness Prediction,Adam Treanor,Done,G4RP Sprint 3,G4RP Sprint 4,,10005,G4PW-6,ML Recommendation & AI Features,
Story,G4PW-245,10276,End-to-End Booking Flow Stabilisation,,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,
Task,G4PW-255,10286,Implement backend venue availability endpoint /api/venues/{venue_id}/availability,sunmin.lee,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,
Task,G4PW-256,10287,Refactor POST /api/bookings to use authenticated user context instead of client user_id,sunmin.lee,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,G4PW-245
Task,G4PW-257,10288,Update web checkout to match final booking API contract,Peiyou Yao,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,G4PW-245
Task,G4PW-258,10289,Remove checkout hardcoded fallback booking data,Peiyou Yao,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,G4PW-245
Task,G4PW-259,10290,Integrate mobile checkout with real booking API,Wenfei Song,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,G4PW-245
Task,G4PW-260,10291,Test full booking flow,Tzu Yu Chang,Done,G4RP Sprint 4,,,10003,G4PW-4,Booking & Payments,G4PW-245
Story,G4PW-246,10277,Advanced Venue Search & Availability Filtering,,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-262,10293,Add backend venue name suggestion endpoint for web search autocomplete,sunmin.lee,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-246
Task,G4PW-263,10294,Refactor web SearchPage state for separate Map and List venue datasets,Peiyou Yao,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-246
Task,G4PW-264,10295,Render all landmark-radius venues on Web Map View independent of pagination,Peiyou Yao,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-265,10296,Implement web search autocomplete for venues and landmarks,Peiyou Yao,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-246
Story,G4PW-247,10278,Numbered Pagination & Venue Loading Performance,,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-238,10269,Implement Numbered Pagination UI for Venue Search,Peiyou Yao,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-247
Task,G4PW-239,10270,Implement Mobile Pagination Control for Venue Search,Wenfei Song,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-247
Task,G4PW-261,10292,Validate paginated venue loading and filter persistence,Tzu Yu Chang,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,G4PW-247
Story,G4PW-248,10279,Weighted Suitability Recommendation System,,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-266,10297,Integrate weighted suitability scoring into backend venue APIs,sunmin.lee,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-248
Task,G4PW-267,10298,Display suitability ranking and recommendation badges on Web Search results,Peiyou Yao,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-248
Story,G4PW-249,10280,Busyness Score ML Integration,,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-268,10299,Integrate area busyness score into backend venue API response,sunmin.lee,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-249
Task,G4PW-269,10300,Display area busyness score on Web venue cards and map view,Peiyou Yao,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-270,10301,Validate area busyness score across search and discovery flows,Tzu Yu Chang,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-249
Story,G4PW-250,10281,AI Chatbot / Conversational Workspace Matchmaker,,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,
Story,G4PW-254,10285,Final Integration Testing & Demo Readiness,,Done,G4RP Sprint 5,,,10050,G4PW-51,"DevOps, Infrastructure & CI/CD",
Task,G4PW-271,10302,Integrate Google Gemini API for chatbot backend service,sunmin.lee,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-250
Task,G4PW-272,10303,Convert chatbot venue requests into structured search parameters,sunmin.lee,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-250
Task,G4PW-273,10304,Build web chatbot UI with venue recommendation results,Peiyou Yao,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-250
Task,G4PW-274,10305,Build mobile app chatbot UI with venue recommendation results,Wenfei Song,Done,G4RP Sprint 4,,,10005,G4PW-6,ML Recommendation & AI Features,G4PW-250
Task,G4PW-275,10306,Add backend API to create user favorite venue,sunmin.lee,Done,G4RP Sprint 4,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-276,10307,Align Missing Venue Fields and API Contract Across All Platforms,sunmin.lee,Done,G4RP Sprint 5,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-277,10308,Complete Search and Availability Filters,sunmin.lee,Done,G4RP Sprint 5,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-278,10309,Integrate Shared Suitability Score into Venue APIs,sunmin.lee,Done,G4RP Sprint 5,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-279,10310,Finalise Shared Suitability Scoring Logic,Adam Treanor,Done,G4RP Sprint 5,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-280,10311,Integrate Existing Busyness Model into Venue APIs,sunmin.lee,Done,G4RP Sprint 5,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-281,10312,"Optimize Search Results, List Loading, and Map Marker Density",Peiyou Yao,Done,G4RP Sprint 5,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-282,10313,Upgrade Web Map View to Google Maps,Peiyou Yao,Done,G4RP Sprint 5,,,10001,G4PW-2,Venue Discovery & Search,
Task,G4PW-283,10314,Remove Mock Venue Images and Redesign Image-Free Layouts,Peiyou Yao,Done,G4RP Sprint 5,,,10002,G4PW-3,Venue Detail,
Task,G4PW-284,10315,Connect the AI Chatbot to the Venue Database,sunmin.lee,Done,G4RP Sprint 5,,,10005,G4PW-6,ML Recommendation & AI Features,
Task,G4PW-285,10316,Complete Favorites Frontend Integration,Peiyou Yao,Done,G4RP Sprint 5,,,10000,G4PW-1,User Authentication & Account,
Task,G4PW-286,10317,Connect the Provider Offer Space Form to the Venue API,Peiyou Yao,Done,G4RP Sprint 5,,,10004,G4PW-5,Provider / Venue Management,
